temperature_celsius,humidity,visibility_km,uv_index,cloud,air_quality_Ozone,air_quality_Nitrogen_dioxide,wind_direction_SSW,wind_direction_NW,wind_direction_SW,wind_direction_WSW,wind_direction_ENE,wind_direction_ESE,wind_direction_E,wind_direction_SSE,wind_direction_SE,wind_direction_S,wind_direction_N,wind_direction_NE,wind_direction_NNW,wind_direction_NNE,wind_direction_W,wind_direction_WNW,air_quality_us-epa-index_5,air_quality_us-epa-index_2,air_quality_us-epa-index_3,air_quality_us-epa-index_1,air_quality_us-epa-index_6,air_quality_us-epa-index_4,air_quality_gb-defra-index_1,air_quality_gb-defra-index_8,air_quality_gb-defra-index_5,air_quality_gb-defra-index_10,air_quality_gb-defra-index_6,air_quality_gb-defra-index_2,air_quality_gb-defra-index_4,air_quality_gb-defra-index_9,air_quality_gb-defra-index_7,air_quality_gb-defra-index_3,date,Fault Tolerance,attack_ratio,attacked_mode
-0.037775664594803054,0.06197957049223545,0.07174973717086502,-0.4271486120734045,-0.2048303951668354,-0.6489295599449122,-0.8611671620788107,0.10618733111789114,0.06479141060246564,0.06479141060246564,0.0,0.08031488079575021,0.0,0.0,0.0,0.04926794040918108,0.05444243047360926,0.1217108013111757,0.14758325163331665,0.06479141060246564,0.10101284105346296,0.0854893708601784,0.05961692053803745,0.0,0.3366401098073765,0.2315323330324715,0.2656923604843156,0.0002952241276804772,0.16583997254815588,0.2563095759969798,0.024181786219547356,0.09106606462999399,0.18155655895001002,0.03205052485607049,0.15795034304044062,0.1343441271308712,0.0,0.0,0.12254101917608654,2025-01-21,0.16294123891261472,0.204,RIA
-0.24823733682546636,0.15067291339336902,0.03427610132414194,-0.5629522770546965,-0.25475326144285904,-0.6812786638633561,-0.8357913570017771,0.051864862839174825,0.0,0.10664324688948527,0.09447027265608295,0.11272973400618644,0.08838378553938178,0.06403783707257714,0.0,0.05795134995587599,0.09447027265608295,0.08229729842268063,0.09447027265608295,0.003172965905565536,0.08229729842268063,0.009259453022266696,0.05795134995587599,0.032899170192998234,0.3891802187304494,0.14329611481023663,0.15835024362167824,0.0,0.27627425264463745,0.272399565929772,0.0,0.09252212954089771,0.18046220955323625,0.10851123499768654,0.12450034045447538,0.0885248531767005,0.028565707713742432,0.0,0.10451395863348933,2024-12-21,0.16294123891261472,0.222,RIA
-0.037775664594803054,0.06197957049223545,0.07174973717086502,-0.4271486120734045,-0.2048303951668354,-0.7025985203507835,-0.8611671620788107,0.10618733111789114,0.06479141060246564,0.06479141060246564,0.0,0.08031488079575021,0.0,0.0,0.0,0.04926794040918108,0.05444243047360926,0.1217108013111757,0.14758325163331665,0.06479141060246564,0.10101284105346296,0.0854893708601784,0.05961692053803745,0.0,0.3366401098073765,0.2315323330324715,0.2656923604843156,0.0002952241276804772,0.16583997254815588,0.2563095759969798,0.024181786219547356,0.09106606462999399,0.18155655895001002,0.03205052485607049,0.15795034304044062,0.1343441271308712,0.0,0.0,0.12254101917608654,2025-01-21,0.16294123891261472,0.222,RIA
-0.24823733682546636,0.15067291339336902,0.03427610132414194,-0.5629522770546965,-0.25475326144285904,-0.6054945775571438,-0.8357913570017771,0.051864862839174825,0.0,0.10664324688948527,0.09447027265608295,0.11272973400618644,0.08838378553938178,0.06403783707257714,0.0,0.05795134995587599,0.09447027265608295,0.08229729842268063,0.09447027265608295,0.003172965905565536,0.08229729842268063,0.009259453022266696,0.05795134995587599,0.032899170192998234,0.3891802187304494,0.14329611481023663,0.15835024362167824,0.0,0.27627425264463745,0.272399565929772,0.0,0.09252212954089771,0.18046220955323625,0.10851123499768654,0.12450034045447538,0.0885248531767005,0.028565707713742432,0.0,0.10451395863348933,2024-12-21,0.16294123891261472,0.259,RIA
-0.037775664594803054,0.06197957049223545,0.07174973717086502,-0.4271486120734045,-0.2048303951668354,-0.6990357706616465,-0.8611671620788107,0.10618733111789114,0.06479141060246564,0.06479141060246564,0.0,0.08031488079575021,0.0,0.0,0.0,0.04926794040918108,0.05444243047360926,0.1217108013111757,0.14758325163331665,0.06479141060246564,0.10101284105346296,0.0854893708601784,0.05961692053803745,0.0,0.3366401098073765,0.2315323330324715,0.2656923604843156,0.0002952241276804772,0.16583997254815588,0.2563095759969798,0.024181786219547356,0.09106606462999399,0.18155655895001002,0.03205052485607049,0.15795034304044062,0.1343441271308712,0.0,0.0,0.12254101917608654,2025-01-21,0.16294123891261472,0.259,RIA
-0.24823733682546636,0.15067291339336902,0.03427610132414194,-0.5629522770546965,-0.25475326144285904,-0.6190562650705947,-0.8357913570017771,0.051864862839174825,0.0,0.10664324688948527,0.09447027265608295,0.11272973400618644,0.08838378553938178,0.06403783707257714,0.0,0.05795134995587599,0.09447027265608295,0.08229729842268063,0.09447027265608295,0.003172965905565536,0.08229729842268063,0.009259453022266696,0.05795134995587599,0.032899170192998234,0.3891802187304494,0.14329611481023663,0.15835024362167824,0.0,0.27627425264463745,0.272399565929772,0.0,0.09252212954089771,0.18046220955323625,0.10851123499768654,0.12450034045447538,0.0885248531767005,0.028565707713742432,0.0,0.10451395863348933,2024-12-21,0.16294123891261472,0.296,RIA
-0.037775664594803054,0.06197957049223545,0.07174973717086502,-0.4271486120734045,-0.2048303951668354,-0.7524390690390504,-0.8611671620788107,0.10618733111789114,0.06479141060246564,0.06479141060246564,0.0,0.08031488079575021,0.0,0.0,0.0,0.04926794040918108,0.05444243047360926,0.1217108013111757,0.14758325163331665,0.06479141060246564,0.10101284105346296,0.0854893708601784,0.05961692053803745,0.0,0.3366401098073765,0.2315323330324715,0.2656923604843156,0.0002952241276804772,0.16583997254815588,0.2563095759969798,0.024181786219547356,0.09106606462999399,0.18155655895001002,0.03205052485607049,0.15795034304044062,0.1343441271308712,0.0,0.0,0.12254101917608654,2025-01-21,0.16294123891261472,0.296,RIA
-0.24823733682546636,0.15067291339336902,0.03427610132414194,-0.5629522770546965,-0.25475326144285904,-0.653551274970195,-0.8357913570017771,0.051864862839174825,0.0,0.10664324688948527,0.09447027265608295,0.11272973400618644,0.08838378553938178,0.06403783707257714,0.0,0.05795134995587599,0.09447027265608295,0.08229729842268063,0.09447027265608295,0.003172965905565536,0.08229729842268063,0.009259453022266696,0.05795134995587599,0.032899170192998234,0.3891802187304494,0.14329611481023663,0.15835024362167824,0.0,0.27627425264463745,0.272399565929772,0.0,0.09252212954089771,0.18046220955323625,0.10851123499768654,0.12450034045447538,0.0885248531767005,0.028565707713742432,0.0,0.10451395863348933,2024-12-21,0.16294123891261472,0.0,RPA
-0.037775664594803054,0.06197957049223545,0.07174973717086502,-0.4271486120734045,-0.2048303951668354,-0.7144541381471853,-0.8611671620788107,0.10618733111789114,0.06479141060246564,0.06479141060246564,0.0,0.08031488079575021,0.0,0.0,0.0,0.04926794040918108,0.05444243047360926,0.1217108013111757,0.14758325163331665,0.06479141060246564,0.10101284105346296,0.0854893708601784,0.05961692053803745,0.0,0.3366401098073765,0.2315323330324715,0.2656923604843156,0.0002952241276804772,0.16583997254815588,0.2563095759969798,0.024181786219547356,0.09106606462999399,0.18155655895001002,0.03205052485607049,0.15795034304044062,0.1343441271308712,0.0,0.0,0.12254101917608654,2025-01-21,0.16294123891261472,0.0,RPA
-0.24823733682546636,0.15067291339336902,0.03427610132414194,-0.5629522770546965,-0.25475326144285904,-0.5747013438425872,-0.8357913570017771,0.051864862839174825,0.0,0.10664324688948527,0.09447027265608295,0.11272973400618644,0.08838378553938178,0.06403783707257714,0.0,0.05795134995587599,0.09447027265608295,0.08229729842268063,0.09447027265608295,0.003172965905565536,0.08229729842268063,0.009259453022266696,0.05795134995587599,0.032899170192998234,0.3891802187304494,0.14329611481023663,0.15835024362167824,0.0,0.27627425264463745,0.272399565929772,0.0,0.09252212954089771,0.18046220955323625,0.10851123499768654,0.12450034045447538,0.0885248531767005,0.028565707713742432,0.0,0.10451395863348933,2024-12-21,0.16294123891261472,0.019,RPA
-0.037775664594803054,0.06197957049223545,0.07174973717086502,-0.4271486120734045,-0.2048303951668354,-0.7339839847978052,-0.8611671620788107,0.10618733111789114,0.06479141060246564,0.06479141060246564,0.0,0.08031488079575021,0.0,0.0,0.0,0.04926794040918108,0.05444243047360926,0.1217108013111757,0.14758325163331665,0.06479141060246564,0.10101284105346296,0.0854893708601784,0.05961692053803745,0.0,0.3366401098073765,0.2315323330324715,0.2656923604843156,0.0002952241276804772,0.16583997254815588,0.2563095759969798,0.024181786219547356,0.09106606462999399,0.18155655895001002,0.03205052485607049,0.15795034304044062,0.1343441271308712,0.0,0.0,0.12254101917608654,2025-01-21,0.16294123891261472,0.019,RPA
-0.24823733682546636,0.15067291339336902,0.03427610132414194,-0.5629522770546965,-0.25475326144285904,-0.7164556558980549,-0.8357913570017771,0.051864862839174825,0.0,0.10664324688948527,0.09447027265608295,0.11272973400618644,0.08838378553938178,0.06403783707257714,0.0,0.05795134995587599,0.09447027265608295,0.08229729842268063,0.09447027265608295,0.003172965905565536,0.08229729842268063,0.009259453022266696,0.05795134995587599,0.032899170192998234,0.3891802187304494,0.14329611481023663,0.15835024362167824,0.0,0.27627425264463745,0.272399565929772,0.0,0.09252212954089771,0.18046220955323625,0.10851123499768654,0.12450034045447538,0.0885248531767005,0.028565707713742432,0.0,0.10451395863348933,2024-12-21,0.16294123891261472,0.056,RPA
-0.037775664594803054,0.06197957049223545,0.07174973717086502,-0.4271486120734045,-0.2048303951668354,-0.7625533615886706,-0.8611671620788107,0.10618733111789114,0.06479141060246564,0.06479141060246564,0.0,0.08031488079575021,0.0,0.0,0.0,0.04926794040918108,0.05444243047360926,0.1217108013111757,0.14758325163331665,0.06479141060246564,0.10101284105346296,0.0854893708601784,0.05961692053803745,0.0,0.3366401098073765,0.2315323330324715,0.2656923604843156,0.0002952241276804772,0.16583997254815588,0.2563095759969798,0.024181786219547356,0.09106606462999399,0.18155655895001002,0.03205052485607049,0.15795034304044062,0.1343441271308712,0.0,0.0,0.12254101917608654,2025-01-21,0.16294123891261472,0.056,RPA
-0.24823733682546636,0.15067291339336902,0.03427610132414194,-0.5629522770546965,-0.25475326144285904,-0.6262906081072308,-0.8357913570017771,0.051864862839174825,0.0,0.10664324688948527,0.09447027265608295,0.11272973400618644,0.08838378553938178,0.06403783707257714,0.0,0.05795134995587599,0.09447027265608295,0.08229729842268063,0.09447027265608295,0.003172965905565536,0.08229729842268063,0.009259453022266696,0.05795134995587599,0.032899170192998234,0.3891802187304494,0.14329611481023663,0.15835024362167824,0.0,0.27627425264463745,0.272399565929772,0.0,0.09252212954089771,0.18046220955323625,0.10851123499768654,0.12450034045447538,0.0885248531767005,0.028565707713742432,0.0,0.10451395863348933,2024-12-21,0.16294123891261472,0.074,RPA
-0.037775664594803054,0.06197957049223545,0.07174973717086502,-0.4271486120734045,-0.2048303951668354,-0.7219545311137107,-0.8611671620788107,0.10618733111789114,0.06479141060246564,0.06479141060246564,0.0,0.08031488079575021,0.0,0.0,0.0,0.04926794040918108,0.05444243047360926,0.1217108013111757,0.14758325163331665,0.06479141060246564,0.10101284105346296,0.0854893708601784,0.05961692053803745,0.0,0.3366401098073765,0.2315323330324715,0.2656923604843156,0.0002952241276804772,0.16583997254815588,0.2563095759969798,0.024181786219547356,0.09106606462999399,0.18155655895001002,0.03205052485607049,0.15795034304044062,0.1343441271308712,0.0,0.0,0.12254101917608654,2025-01-21,0.16294123891261472,0.074,RPA
-0.24823733682546636,0.15067291339336902,0.03427610132414194,-0.5629522770546965,-0.25475326144285904,-0.6655378778497779,-0.8357913570017771,0.051864862839174825,0.0,0.10664324688948527,0.09447027265608295,0.11272973400618644,0.08838378553938178,0.06403783707257714,0.0,0.05795134995587599,0.09447027265608295,0.08229729842268063,0.09447027265608295,0.003172965905565536,0.08229729842268063,0.009259453022266696,0.05795134995587599,0.032899170192998234,0.3891802187304494,0.14329611481023663,0.15835024362167824,0.0,0.27627425264463745,0.272399565929772,0.0,0.09252212954089771,0.18046220955323625,0.10851123499768654,0.12450034045447538,0.0885248531767005,0.028565707713742432,0.0,0.10451395863348933,2024-12-21,0.16294123891261472,0.111,RPA
-0.037775664594803054,0.06197957049223545,0.07174973717086502,-0.4271486120734045,-0.2048303951668354,-0.7513542302195202,-0.8611671620788107,0.10618733111789114,0.06479141060246564,0.06479141060246564,0.0,0.08031488079575021,0.0,0.0,0.0,0.04926794040918108,0.05444243047360926,0.1217108013111757,0.14758325163331665,0.06479141060246564,0.10101284105346296,0.0854893708601784,0.05961692053803745,0.0,0.3366401098073765,0.2315323330324715,0.2656923604843156,0.0002952241276804772,0.16583997254815588,0.2563095759969798,0.024181786219547356,0.09106606462999399,0.18155655895001002,0.03205052485607049,0.15795034304044062,0.1343441271308712,0.0,0.0,0.12254101917608654,2025-01-21,0.16294123891261472,0.111,RPA
-0.24823733682546636,0.15067291339336902,0.03427610132414194,-0.5629522770546965,-0.25475326144285904,-0.567650523256302,-0.8357913570017771,0.051864862839174825,0.0,0.10664324688948527,0.09447027265608295,0.11272973400618644,0.08838378553938178,0.06403783707257714,0.0,0.05795134995587599,0.09447027265608295,0.08229729842268063,0.09447027265608295,0.003172965905565536,0.08229729842268063,0.009259453022266696,0.05795134995587599,0.032899170192998234,0.3891802187304494,0.14329611481023663,0.15835024362167824,0.0,0.27627425264463745,0.272399565929772,0.0,0.09252212954089771,0.18046220955323625,0.10851123499768654,0.12450034045447538,0.0885248531767005,0.028565707713742432,0.0,0.10451395863348933,2024-12-21,0.16294123891261472,0.148,RPA
-0.037775664594803054,0.06197957049223545,0.07174973717086502,-0.4271486120734045,-0.2048303951668354,-0.7020374364844518,-0.8611671620788107,0.10618733111789114,0.06479141060246564,0.06479141060246564,0.0,0.08031488079575021,0.0,0.0,0.0,0.04926794040918108,0.05444243047360926,0.1217108013111757,0.14758325163331665,0.06479141060246564,0.10101284105346296,0.0854893708601784,0.05961692053803745,0.0,0.3366401098073765,0.2315323330324715,0.2656923604843156,0.0002952241276804772,0.16583997254815588,0.2563095759969798,0.024181786219547356,0.09106606462999399,0.18155655895001002,0.03205052485607049,0.15795034304044062,0.1343441271308712,0.0,0.0,0.12254101917608654,2025-01-21,0.16294123891261472,0.148,RPA
-0.24823733682546636,0.15067291339336902,0.03427610132414194,-0.5629522770546965,-0.25475326144285904,-0.4015410560217876,-0.8357913570017771,0.051864862839174825,0.0,0.10664324688948527,0.09447027265608295,0.11272973400618644,0.08838378553938178,0.06403783707257714,0.0,0.05795134995587599,0.09447027265608295,0.08229729842268063,0.09447027265608295,0.003172965905565536,0.08229729842268063,0.009259453022266696,0.05795134995587599,0.032899170192998234,0.3891802187304494,0.14329611481023663,0.15835024362167824,0.0,0.27627425264463745,0.272399565929772,0.0,0.09252212954089771,0.18046220955323625,0.10851123499768654,0.12450034045447538,0.0885248531767005,0.028565707713742432,0.0,0.10451395863348933,2024-12-21,0.16294123891261472,0.167,RPA
-0.037775664594803054,0.06197957049223545,0.07174973717086502,-0.4271486120734045,-0.2048303951668354,-0.6582071791011924,-0.8611671620788107,0.10618733111789114,0.06479141060246564,0.06479141060246564,0.0,0.08031488079575021,0.0,0.0,0.0,0.04926794040918108,0.05444243047360926,0.1217108013111757,0.14758325163331665,0.06479141060246564,0.10101284105346296,0.0854893708601784,0.05961692053803745,0.0,0.3366401098073765,0.2315323330324715,0.2656923604843156,0.0002952241276804772,0.16583997254815588,0.2563095759969798,0.024181786219547356,0.09106606462999399,0.18155655895001002,0.03205052485607049,0.15795034304044062,0.1343441271308712,0.0,0.0,0.12254101917608654,2025-01-21,0.16294123891261472,0.167,RPA
-0.24823733682546636,0.15067291339336902,0.03427610132414194,-0.5629522770546965,-0.25475326144285904,-0.7362188666709479,-0.8357913570017771,0.051864862839174825,0.0,0.10664324688948527,0.09447027265608295,0.11272973400618644,0.08838378553938178,0.06403783707257714,0.0,0.05795134995587599,0.09447027265608295,0.08229729842268063,0.09447027265608295,0.003172965905565536,0.08229729842268063,0.009259453022266696,0.05795134995587599,0.032899170192998234,0.3891802187304494,0.14329611481023663,0.15835024362167824,0.0,0.27627425264463745,0.272399565929772,0.0,0.09252212954089771,0.18046220955323625,0.10851123499768654,0.12450034045447538,0.0885248531767005,0.028565707713742432,0.0,0.10451395863348933,2024-12-21,0.16294123891261472,0.204,RPA
-0.037775664594803054,0.06197957049223545,0.07174973717086502,-0.4271486120734045,-0.2048303951668354,-0.7079881536260691,-0.8611671620788107,0.10618733111789114,0.06479141060246564,0.06479141060246564,0.0,0.08031488079575021,0.0,0.0,0.0,0.04926794040918108,0.05444243047360926,0.1217108013111757,0.14758325163331665,0.06479141060246564,0.10101284105346296,0.0854893708601784,0.05961692053803745,0.0,0.3366401098073765,0.2315323330324715,0.2656923604843156,0.0002952241276804772,0.16583997254815588,0.2563095759969798,0.024181786219547356,0.09106606462999399,0.18155655895001002,0.03205052485607049,0.15795034304044062,0.1343441271308712,0.0,0.0,0.12254101917608654,2025-01-21,0.16294123891261472,0.204,RPA
-0.24823733682546636,0.15067291339336902,0.03427610132414194,-0.5629522770546965,-0.25475326144285904,-0.6731368553352641,-0.8357913570017771,0.051864862839174825,0.0,0.10664324688948527,0.09447027265608295,0.11272973400618644,0.08838378553938178,0.06403783707257714,0.0,0.05795134995587599,0.09447027265608295,0.08229729842268063,0.09447027265608295,0.003172965905565536,0.08229729842268063,0.009259453022266696,0.05795134995587599,0.032899170192998234,0.3891802187304494,0.14329611481023663,0.15835024362167824,0.0,0.27627425264463745,0.272399565929772,0.0,0.09252212954089771,0.18046220955323625,0.10851123499768654,0.12450034045447538,0.0885248531767005,0.028565707713742432,0.0,0.10451395863348933,2024-12-21,0.16294123891261472,0.222,RPA
-0.037775664594803054,0.06197957049223545,0.07174973717086502,-0.4271486120734045,-0.2048303951668354,-0.6621365573982685,-0.8611671620788107,0.10618733111789114,0.06479141060246564,0.06479141060246564,0.0,0.08031488079575021,0.0,0.0,0.0,0.04926794040918108,0.05444243047360926,0.1217108013111757,0.14758325163331665,0.06479141060246564,0.10101284105346296,0.0854893708601784,0.05961692053803745,0.0,0.3366401098073765,0.2315323330324715,0.2656923604843156,0.0002952241276804772,0.16583997254815588,0.2563095759969798,0.024181786219547356,0.09106606462999399,0.18155655895001002,0.03205052485607049,0.15795034304044062,0.1343441271308712,0.0,0.0,0.12254101917608654,2025-01-21,0.16294123891261472,0.222,RPA
-0.24823733682546636,0.15067291339336902,0.03427610132414194,-0.5629522770546965,-0.25475326144285904,-0.6270855109337777,-0.8357913570017771,0.051864862839174825,0.0,0.10664324688948527,0.09447027265608295,0.11272973400618644,0.08838378553938178,0.06403783707257714,0.0,0.05795134995587599,0.09447027265608295,0.08229729842268063,0.09447027265608295,0.003172965905565536,0.08229729842268063,0.009259453022266696,0.05795134995587599,0.032899170192998234,0.3891802187304494,0.14329611481023663,0.15835024362167824,0.0,0.27627425264463745,0.272399565929772,0.0,0.09252212954089771,0.18046220955323625,0.10851123499768654,0.12450034045447538,0.0885248531767005,0.028565707713742432,0.0,0.10451395863348933,2024-12-21,0.16294123891261472,0.259,RPA
-0.037775664594803054,0.06197957049223545,0.07174973717086502,-0.4271486120734045,-0.2048303951668354,-0.5839489123539383,-0.8611671620788107,0.10618733111789114,0.06479141060246564,0.06479141060246564,0.0,0.08031488079575021,0.0,0.0,0.0,0.04926794040918108,0.05444243047360926,0.1217108013111757,0.14758325163331665,0.06479141060246564,0.10101284105346296,0.0854893708601784,0.05961692053803745,0.0,0.3366401098073765,0.2315323330324715,0.2656923604843156,0.0002952241276804772,0.16583997254815588,0.2563095759969798,0.024181786219547356,0.09106606462999399,0.18155655895001002,0.03205052485607049,0.15795034304044062,0.1343441271308712,0.0,0.0,0.12254101917608654,2025-01-21,0.16294123891261472,0.259,RPA
-0.24823733682546636,0.15067291339336902,0.03427610132414194,-0.5629522770546965,-0.25475326144285904,-0.6334062458843011,-0.8357913570017771,0.051864862839174825,0.0,0.10664324688948527,0.09447027265608295,0.11272973400618644,0.08838378553938178,0.06403783707257714,0.0,0.05795134995587599,0.09447027265608295,0.08229729842268063,0.09447027265608295,0.003172965905565536,0.08229729842268063,0.009259453022266696,0.05795134995587599,0.032899170192998234,0.3891802187304494,0.14329611481023663,0.15835024362167824,0.0,0.27627425264463745,0.272399565929772,0.0,0.09252212954089771,0.18046220955323625,0.10851123499768654,0.12450034045447538,0.0885248531767005,0.028565707713742432,0.0,0.10451395863348933,2024-12-21,0.16294123891261472,0.296,RPA
-0.037775664594803054,0.06197957049223545,0.07174973717086502,-0.4271486120734045,-0.2048303951668354,-0.6776935244634237,-0.8611671620788107,0.10618733111789114,0.06479141060246564,0.06479141060246564,0.0,0.08031488079575021,0.0,0.0,0.0,0.04926794040918108,0.05444243047360926,0.1217108013111757,0.14758325163331665,0.06479141060246564,0.10101284105346296,0.0854893708601784,0.05961692053803745,0.0,0.3366401098073765,0.2315323330324715,0.2656923604843156,0.0002952241276804772,0.16583997254815588,0.2563095759969798,0.024181786219547356,0.09106606462999399,0.18155655895001002,0.03205052485607049,0.15795034304044062,0.1343441271308712,0.0,0.0,0.12254101917608654,2025-01-21,0.16294123891261472,0.296,RPA
-0.24823733682546636,0.15067291339336902,0.03427610132414194,-0.5629522770546965,-0.25475326144285904,-0.653551274970195,-0.8357913570017771,0.051864862839174825,0.0,0.10664324688948527,0.09447027265608295,0.11272973400618644,0.08838378553938178,0.06403783707257714,0.0,0.05795134995587599,0.09447027265608295,0.08229729842268063,0.09447027265608295,0.003172965905565536,0.08229729842268063,0.009259453022266696,0.05795134995587599,0.032899170192998234,0.3891802187304494,0.14329611481023663,0.15835024362167824,0.0,0.27627425264463745,0.272399565929772,0.0,0.09252212954089771,0.18046220955323625,0.10851123499768654,0.12450034045447538,0.0885248531767005,0.028565707713742432,0.0,0.10451395863348933,2024-12-21,0.16294123891261472,0.0,MGA
-0.037775664594803054,0.06197957049223545,0.07174973717086502,-0.4271486120734045,-0.2048303951668354,-0.7144541381471853,-0.8611671620788107,0.10618733111789114,0.06479141060246564,0.06479141060246564,0.0,0.08031488079575021,0.0,0.0,0.0,0.04926794040918108,0.05444243047360926,0.1217108013111757,0.14758325163331665,0.06479141060246564,0.10101284105346296,0.0854893708601784,0.05961692053803745,0.0,0.3366401098073765,0.2315323330324715,0.2656923604843156,0.0002952241276804772,0.16583997254815588,0.2563095759969798,0.024181786219547356,0.09106606462999399,0.18155655895001002,0.03205052485607049,0.15795034304044062,0.1343441271308712,0.0,0.0,0.12254101917608654,2025-01-21,0.16294123891261472,0.0,MGA
-0.24823733682546636,0.15067291339336902,0.03427610132414194,-0.5629522770546965,-0.25475326144285904,-0.6342917850687377,-0.8357913570017771,0.051864862839174825,0.0,0.10664324688948527,0.09447027265608295,0.11272973400618644,0.08838378553938178,0.06403783707257714,0.0,0.05795134995587599,0.09447027265608295,0.08229729842268063,0.09447027265608295,0.003172965905565536,0.08229729842268063,0.009259453022266696,0.05795134995587599,0.032899170192998234,0.3891802187304494,0.14329611481023663,0.15835024362167824,0.0,0.27627425264463745,0.272399565929772,0.0,0.09252212954089771,0.18046220955323625,0.10851123499768654,0.12450034045447538,0.0885248531767005,0.028565707713742432,0.0,0.10451395863348933,2024-12-21,0.16294123891261472,0.019,MGA
-0.037775664594803054,0.06197957049223545,0.07174973717086502,-0.4271486120734045,-0.2048303951668354,-0.7303693405610852,-0.8611671620788107,0.10618733111789114,0.06479141060246564,0.06479141060246564,0.0,0.08031488079575021,0.0,0.0,0.0,0.04926794040918108,0.05444243047360926,0.1217108013111757,0.14758325163331665,0.06479141060246564,0.10101284105346296,0.0854893708601784,0.05961692053803745,0.0,0.3366401098073765,0.2315323330324715,0.2656923604843156,0.0002952241276804772,0.16583997254815588,0.2563095759969798,0.024181786219547356,0.09106606462999399,0.18155655895001002,0.03205052485607049,0.15795034304044062,0.1343441271308712,0.0,0.0,0.12254101917608654,2025-01-21,0.16294123891261472,0.019,MGA
-0.24823733682546636,0.15067291339336902,0.03427610132414194,-0.5629522770546965,-0.25475326144285904,-0.6395033207643982,-0.8357913570017771,0.051864862839174825,0.0,0.10664324688948527,0.09447027265608295,0.11272973400618644,0.08838378553938178,0.06403783707257714,0.0,0.05795134995587599,0.09447027265608295,0.08229729842268063,0.09447027265608295,0.003172965905565536,0.08229729842268063,0.009259453022266696,0.05795134995587599,0.032899170192998234,0.3891802187304494,0.14329611481023663,0.15835024362167824,0.0,0.27627425264463745,0.272399565929772,0.0,0.09252212954089771,0.18046220955323625,0.10851123499768654,0.12450034045447538,0.0885248531767005,0.028565707713742432,0.0,0.10451395863348933,2024-12-21,0.16294123891261472,0.056,MGA
-0.037775664594803054,0.06197957049223545,0.07174973717086502,-0.4271486120734045,-0.2048303951668354,-0.6981257606735897,-0.8611671620788107,0.10618733111789114,0.06479141060246564,0.06479141060246564,0.0,0.08031488079575021,0.0,0.0,0.0,0.04926794040918108,0.05444243047360926,0.1217108013111757,0.14758325163331665,0.06479141060246564,0.10101284105346296,0.0854893708601784,0.05961692053803745,0.0,0.3366401098073765,0.2315323330324715,0.2656923604843156,0.0002952241276804772,0.16583997254815588,0.2563095759969798,0.024181786219547356,0.09106606462999399,0.18155655895001002,0.03205052485607049,0.15795034304044062,0.1343441271308712,0.0,0.0,0.12254101917608654,2025-01-21,0.16294123891261472,0.056,MGA
-0.24823733682546636,0.15067291339336902,0.03427610132414194,-0.5629522770546965,-0.25475326144285904,-0.6279219859340255,-0.8357913570017771,0.051864862839174825,0.0,0.10664324688948527,0.09447027265608295,0.11272973400618644,0.08838378553938178,0.06403783707257714,0.0,0.05795134995587599,0.09447027265608295,0.08229729842268063,0.09447027265608295,0.003172965905565536,0.08229729842268063,0.009259453022266696,0.05795134995587599,0.032899170192998234,0.3891802187304494,0.14329611481023663,0.15835024362167824,0.0,0.27627425264463745,0.272399565929772,0.0,0.09252212954089771,0.18046220955323625,0.10851123499768654,0.12450034045447538,0.0885248531767005,0.028565707713742432,0.0,0.10451395863348933,2024-12-21,0.16294123891261472,0.074,MGA
-0.037775664594803054,0.06197957049223545,0.07174973717086502,-0.4271486120734045,-0.2048303951668354,-0.7275234733921232,-0.8611671620788107,0.10618733111789114,0.06479141060246564,0.06479141060246564,0.0,0.08031488079575021,0.0,0.0,0.0,0.04926794040918108,0.05444243047360926,0.1217108013111757,0.14758325163331665,0.06479141060246564,0.10101284105346296,0.0854893708601784,0.05961692053803745,0.0,0.3366401098073765,0.2315323330324715,0.2656923604843156,0.0002952241276804772,0.16583997254815588,0.2563095759969798,0.024181786219547356,0.09106606462999399,0.18155655895001002,0.03205052485607049,0.15795034304044062,0.1343441271308712,0.0,0.0,0.12254101917608654,2025-01-21,0.16294123891261472,0.074,MGA
-0.24823733682546636,0.15067291339336902,0.03427610132414194,-0.5629522770546965,-0.25475326144285904,-0.6106171970476905,-0.8357913570017771,0.051864862839174825,0.0,0.10664324688948527,0.09447027265608295,0.11272973400618644,0.08838378553938178,0.06403783707257714,0.0,0.05795134995587599,0.09447027265608295,0.08229729842268063,0.09447027265608295,0.003172965905565536,0.08229729842268063,0.009259453022266696,0.05795134995587599,0.032899170192998234,0.3891802187304494,0.14329611481023663,0.15835024362167824,0.0,0.27627425264463745,0.272399565929772,0.0,0.09252212954089771,0.18046220955323625,0.10851123499768654,0.12450034045447538,0.0885248531767005,0.028565707713742432,0.0,0.10451395863348933,2024-12-21,0.16294123891261472,0.111,MGA
